word_counts,character_counts,avg_word_len,stop_word_len,mentions,hash_tags,numeric_counts,upper_counts,emails_counts,urls_counts
24,129,4.333333333333333,7,0,0,0,4,0,0
25,133,4.24,4,0,0,0,5,0,0
6,42,6.0,2,1,0,0,0,0,0
13,66,4.076923076923077,5,1,0,0,2,0,0
4,22,4.5,1,1,0,0,0,0,0
18,92,4.111111111111111,6,1,0,0,0,0,0
10,67,5.6,2,0,0,0,0,0,1
24,135,4.625,13,0,0,0,0,0,0
8,51,5.375,3,0,0,0,0,0,0
24,133,4.541666666666667,10,1,0,0,0,0,0
22,124,4.636363636363637,7,0,0,0,1,0,0
7,34,3.857142857142857,1,0,0,0,0,0,0
10,51,4.1,5,1,0,0,0,0,0
25,142,4.68,12,0,0,0,0,0,0
5,44,7.8,0,1,0,0,0,0,0
23,116,4.043478260869565,10,0,0,0,3,0,0
8,38,3.75,5,0,0,0,0,0,0
14,70,4.0,6,1,0,0,1,0,0
10,55,4.5,4,1,0,0,1,0,0
18,96,4.333333333333333,6,0,0,0,1,0,0
21,107,4.095238095238095,8,1,0,0,0,0,0
19,96,4.0,10,0,0,0,0,0,0
10,61,5.1,5,0,0,0,0,0,0
13,91,6.0,2,1,0,0,0,0,0
10,62,5.2,1,1,0,0,2,0,0
17,91,4.352941176470588,4,1,0,0,1,0,0
11,45,3.090909090909091,6,0,0,0,0,0,0
14,74,4.142857142857143,5,0,0,0,1,0,0
12,69,4.75,3,0,0,0,2,0,0
19,115,5.052631578947368,11,1,0,0,0,0,0
15,82,4.466666666666667,4,2,0,0,0,0,0
6,42,6.0,2,1,0,0,0,0,0
12,57,3.75,6,0,0,0,0,0,0
23,130,4.6521739130434785,8,1,0,0,3,0,0
30,137,3.566666666666667,11,0,0,0,3,0,0
18,109,5.0,8,0,0,0,1,0,1
9,48,4.333333333333333,3,1,0,0,0,0,0
20,102,4.1,9,0,0,0,1,0,0
24,138,4.75,8,0,3,0,2,0,0
9,46,4.111111111111111,1,1,0,0,0,0,0
15,101,5.733333333333333,7,1,0,0,0,0,1
10,66,5.6,2,0,0,0,0,0,0
7,43,5.142857142857143,3,0,0,0,0,0,0
22,145,5.545454545454546,10,0,0,0,0,0,0
18,95,4.277777777777778,8,0,0,0,0,0,0
23,133,4.782608695652174,11,0,0,0,0,0,0
24,129,4.375,10,1,0,0,0,0,0
18,101,4.277777777777778,7,0,0,0,0,0,1
27,138,4.074074074074074,8,1,0,0,1,0,0
12,69,4.75,5,0,0,0,0,0,0
13,54,3.1538461538461537,4,0,0,0,0,0,0
16,100,5.25,6,0,0,0,0,0,0
25,156,5.24,6,0,0,0,2,0,0
14,80,4.714285714285714,4,1,0,0,2,0,0
6,39,5.5,2,0,0,0,0,0,0
10,63,5.3,3,0,0,0,0,0,0
16,99,5.1875,5,1,0,0,0,0,0
17,94,4.529411764705882,7,1,0,0,0,0,0
15,88,4.866666666666666,2,0,0,0,1,0,0
13,74,4.6923076923076925,5,0,0,0,0,0,0
17,83,3.8823529411764706,10,1,0,0,0,0,0
24,136,4.666666666666667,7,1,0,0,0,0,0
15,69,3.6,9,0,0,0,0,0,0
13,67,4.153846153846154,3,0,0,0,0,0,0
26,136,4.230769230769231,10,0,0,0,0,0,0
16,94,4.875,6,0,0,0,0,0,0
10,50,4.0,4,1,0,0,0,0,0
14,66,3.7142857142857144,5,0,0,0,1,0,0
30,139,3.6333333333333333,9,0,0,0,2,0,0
14,74,4.142857142857143,5,1,0,0,4,0,0
17,95,4.588235294117647,9,0,0,0,0,0,0
6,33,4.5,1,1,0,0,0,0,0
4,21,4.25,3,0,0,0,0,0,0
11,52,3.727272727272727,5,1,0,0,1,0,0
9,45,4.0,3,0,0,0,1,0,0
17,88,4.176470588235294,5,1,0,0,1,0,0
6,35,4.833333333333333,3,1,0,0,0,0,0
5,24,3.8,3,0,0,0,0,0,0
20,115,4.75,8,0,0,0,0,0,0
25,124,3.96,10,0,0,0,0,0,0
28,121,3.3214285714285716,11,0,0,0,3,0,0
9,49,4.444444444444445,5,1,0,0,0,0,0
8,39,3.875,3,0,0,0,0,0,0
16,71,3.4375,7,0,0,0,3,0,0
3,24,7.0,0,0,0,0,0,0,0
9,51,4.666666666666667,4,1,0,0,0,0,0
10,45,3.5,5,0,0,0,1,0,0
9,48,4.333333333333333,0,0,0,0,1,0,0
19,141,6.421052631578948,8,1,0,0,1,0,1
10,45,3.5,4,0,0,0,0,0,0
4,23,4.75,2,0,0,0,0,0,0
28,141,4.035714285714286,14,1,0,0,1,0,0
13,65,4.0,6,0,0,0,1,0,0
7,33,3.7142857142857144,1,0,0,0,0,0,0
14,73,4.214285714285714,6,1,0,0,1,0,0
14,78,4.5,7,1,0,0,0,0,0
9,43,3.7777777777777777,4,0,0,0,0,0,0
25,130,4.2,5,0,0,0,2,0,0
2,14,6.0,0,0,0,0,0,0,0
27,133,3.925925925925926,10,1,0,0,2,0,0
7,43,5.142857142857143,2,0,0,0,0,0,0
21,127,5.0476190476190474,6,1,0,0,2,0,0
11,53,3.8181818181818183,3,0,0,0,0,0,0
20,104,4.15,7,0,0,0,1,0,0
6,39,5.5,3,1,0,0,0,0,0
5,38,6.6,1,1,0,0,0,0,0
17,97,4.294117647058823,4,1,0,0,1,0,0
14,88,5.285714285714286,5,0,0,0,1,0,0
7,32,3.5714285714285716,2,0,0,0,1,0,0
7,41,4.857142857142857,1,1,0,0,1,0,0
20,116,4.8,7,1,0,0,0,0,0
3,23,6.666666666666667,0,1,0,0,0,0,0
19,113,4.894736842105263,7,0,0,0,0,0,0
24,143,4.958333333333333,10,0,0,0,0,0,0
19,119,5.2631578947368425,7,1,0,0,1,0,0
12,56,3.6666666666666665,4,1,0,0,0,0,0
15,89,4.933333333333334,7,0,0,0,0,0,1
11,74,5.7272727272727275,2,0,0,0,1,0,0
11,58,4.2727272727272725,3,0,0,0,0,0,0
8,46,4.75,0,0,0,0,1,0,0
10,51,4.1,3,1,0,0,0,0,0
3,15,4.0,0,0,0,0,0,0,0
27,129,3.740740740740741,11,1,0,0,2,0,0
28,137,3.892857142857143,9,1,0,0,1,0,0
4,23,4.75,2,0,0,0,0,0,0
27,114,3.2222222222222223,18,1,0,0,0,0,0
21,114,4.428571428571429,7,1,0,0,2,0,0
15,85,4.666666666666667,6,1,0,0,1,0,0
25,141,4.64,5,0,0,0,0,0,0
11,57,4.181818181818182,4,1,0,0,1,0,0
26,128,3.923076923076923,12,1,0,0,3,0,0
9,48,4.333333333333333,4,0,0,0,0,0,0
18,83,3.611111111111111,11,0,0,0,0,0,0
25,135,4.4,12,1,0,0,1,0,0
10,59,4.9,4,1,0,0,0,0,0
18,83,3.611111111111111,0,0,0,0,18,0,0
3,24,7.0,0,0,0,0,0,0,0
10,58,4.8,5,0,0,0,1,0,0
12,53,3.4166666666666665,7,0,0,0,0,0,0
7,39,4.571428571428571,2,0,0,0,0,0,0
14,72,4.142857142857143,3,1,0,0,1,0,0
18,94,4.222222222222222,11,0,0,0,0,0,0
9,36,3.0,1,0,0,0,0,0,0
4,20,4.0,1,0,0,0,1,0,0
16,88,4.5,6,0,0,0,1,0,0
10,58,4.8,6,1,0,0,0,0,0
3,21,6.0,1,0,0,0,0,0,0
5,21,3.2,3,0,0,0,0,0,0
27,134,3.962962962962963,13,0,0,0,1,0,0
5,25,4.0,1,0,0,0,1,0,0
3,20,5.666666666666667,0,0,0,0,0,0,0
30,141,3.6666666666666665,12,1,0,0,2,0,0
12,73,5.0,2,1,0,0,0,0,0
5,25,4.0,0,0,0,0,1,0,0
10,53,4.3,2,1,0,0,0,0,0
17,103,5.0,8,0,0,0,0,0,0
6,33,4.333333333333333,0,1,0,0,0,0,0
4,32,7.0,1,1,0,0,1,0,0
12,78,5.5,3,1,0,0,1,0,0
18,102,4.666666666666667,9,0,0,0,0,0,0
26,134,4.153846153846154,11,0,0,0,1,0,0
20,102,4.1,9,0,0,0,0,0,0
15,78,4.2,6,0,0,0,0,0,0
13,68,4.230769230769231,5,0,0,0,0,0,0
9,54,5.0,2,0,0,0,0,0,0
23,113,3.9130434782608696,8,1,0,0,3,0,0
24,136,4.666666666666667,9,0,0,0,1,0,0
14,74,4.285714285714286,6,0,0,0,0,0,0
4,24,5.0,2,0,0,0,0,0,0
28,127,3.5357142857142856,13,0,0,0,0,0,0
13,70,4.384615384615385,6,1,0,0,0,0,0
26,138,4.3076923076923075,13,1,0,0,0,0,0
18,103,4.722222222222222,5,1,0,0,3,0,0
24,136,4.666666666666667,11,1,0,0,0,0,0
7,31,3.4285714285714284,2,0,0,0,0,0,0
5,33,5.6,1,1,0,0,0,0,0
21,110,4.238095238095238,11,0,0,0,0,0,0
16,79,3.9375,7,0,0,0,1,0,0
17,100,4.882352941176471,8,1,0,0,0,0,0
16,97,5.0625,9,0,0,0,0,0,1
18,108,4.888888888888889,4,0,0,0,0,0,0
23,121,4.260869565217392,6,1,0,0,2,0,0
12,81,5.583333333333333,3,0,0,0,1,0,0
8,42,4.25,5,1,0,0,0,0,0
4,25,5.25,3,0,0,0,0,0,0
26,131,4.038461538461538,10,0,0,0,0,0,0
17,90,4.294117647058823,8,0,0,0,0,0,0
9,50,4.555555555555555,4,0,0,0,0,0,0
14,75,4.285714285714286,6,0,0,0,1,0,0
13,75,4.769230769230769,6,1,0,0,0,0,0
7,39,4.571428571428571,3,0,0,0,1,0,0
17,85,4.0,9,0,0,0,0,0,0
4,18,3.5,1,0,0,0,1,0,0
11,41,2.727272727272727,7,0,0,0,0,0,0
11,56,4.090909090909091,3,1,0,0,1,0,0
26,138,4.3076923076923075,7,1,0,0,0,0,0
10,51,4.1,3,0,0,0,1,0,0
15,86,4.733333333333333,3,0,0,0,1,0,0
16,92,4.75,4,0,0,0,0,0,0
26,136,4.230769230769231,9,0,0,0,3,0,0
8,41,4.125,3,1,0,0,0,0,0
19,105,4.473684210526316,7,0,0,0,1,0,0
12,72,5.0,4,0,0,0,0,0,0
18,96,4.333333333333333,9,0,0,0,0,0,0
26,138,4.3076923076923075,13,1,0,0,0,0,0
7,34,3.857142857142857,2,0,0,0,0,0,0
26,134,4.153846153846154,12,0,0,0,0,0,0
20,111,4.55,7,1,0,0,0,0,0
13,53,3.076923076923077,7,0,0,0,2,0,0
13,59,3.5384615384615383,5,0,0,0,0,0,0
21,111,4.285714285714286,7,0,0,0,1,0,0
25,129,4.16,14,0,0,0,0,0,0
11,43,2.909090909090909,7,0,0,0,0,0,0
26,119,3.576923076923077,13,0,0,0,4,0,0
9,78,7.666666666666667,3,0,0,0,0,0,1
3,16,4.333333333333333,1,1,0,0,0,0,0
8,41,4.125,4,0,0,0,0,0,0
15,91,5.066666666666666,7,0,0,0,2,0,0
23,120,4.173913043478261,8,0,0,0,0,0,0
19,96,4.0,9,0,0,0,0,0,0
10,69,5.9,3,1,0,0,0,0,0
11,62,4.636363636363637,4,0,0,0,1,0,0
26,137,4.269230769230769,14,1,0,0,0,0,0
15,80,4.333333333333333,7,1,0,0,0,0,0
7,32,3.4285714285714284,1,0,0,0,0,0,0
4,29,6.25,1,1,0,0,0,0,0
9,53,4.888888888888889,5,1,0,0,1,0,0
24,115,3.7916666666666665,15,0,0,0,0,0,0
9,52,4.777777777777778,5,1,0,0,0,0,0
9,44,3.888888888888889,4,0,0,0,1,0,0
10,67,5.7,4,1,0,0,0,0,0
12,87,6.25,6,0,0,0,0,0,1
21,130,5.190476190476191,6,0,0,0,0,0,0
21,102,3.857142857142857,9,0,0,0,1,0,0
14,78,4.571428571428571,7,1,0,0,0,0,0
15,100,5.666666666666667,3,0,0,0,3,0,0
9,44,3.888888888888889,6,1,0,0,0,0,0
25,124,3.96,14,1,0,0,1,0,0
11,82,6.454545454545454,3,1,0,0,2,0,0
27,138,4.111111111111111,8,0,0,0,1,0,0
7,34,3.857142857142857,3,0,0,0,1,0,0
24,133,4.541666666666667,9,2,0,0,0,0,0
11,69,5.2727272727272725,4,0,0,0,0,0,0
26,136,4.153846153846154,9,0,0,0,2,0,0
3,18,5.0,1,0,0,0,0,0,0
17,90,4.294117647058823,8,0,0,0,0,0,0
25,137,4.48,10,0,0,0,0,0,0
28,137,3.857142857142857,14,0,0,0,4,0,0
18,101,4.611111111111111,6,0,0,0,2,0,0
10,58,4.8,4,0,0,0,0,0,0
15,79,4.2,4,1,0,0,2,0,0
19,124,5.473684210526316,6,0,0,0,1,0,1
4,29,6.25,1,1,0,0,1,0,0
28,121,3.2857142857142856,14,0,0,0,1,0,0
6,34,4.666666666666667,2,0,0,0,0,0,0
8,49,5.125,0,0,0,0,0,0,0
10,48,3.8,5,0,0,0,0,0,0
24,122,4.083333333333333,12,0,0,0,2,0,0
18,85,3.7222222222222223,8,0,0,0,0,0,0
5,36,6.2,0,0,0,0,0,0,0
13,83,5.384615384615385,3,1,0,0,1,0,0
6,29,3.8333333333333335,3,0,0,0,0,0,0
4,27,5.75,1,0,0,0,1,0,0
15,73,3.8666666666666667,2,0,0,0,0,0,0
5,37,6.4,0,1,0,0,0,0,0
16,113,6.0625,3,0,0,0,2,0,1
3,33,10.0,0,0,0,0,0,0,0
2,15,6.5,1,0,0,0,0,0,0
15,72,3.8,0,1,0,0,13,0,0
7,40,4.714285714285714,1,0,0,0,0,0,0
25,130,4.2,12,0,0,0,1,0,0
23,125,4.434782608695652,9,1,0,0,2,0,0
22,106,3.772727272727273,6,1,0,0,0,0,0
25,136,4.44,14,1,0,0,0,0,0
7,38,4.428571428571429,2,0,0,0,0,0,0
17,100,4.882352941176471,7,0,0,0,0,0,0
22,136,5.181818181818182,7,0,0,0,0,0,0
4,19,3.75,1,0,0,0,0,0,0
8,47,4.875,3,0,0,0,0,0,0
9,48,4.333333333333333,3,1,0,0,1,0,0
18,107,4.888888888888889,5,1,0,0,2,0,0
9,84,8.333333333333334,1,0,0,0,2,0,1
9,42,3.6666666666666665,3,1,0,0,1,0,0
4,23,4.75,2,1,0,0,0,0,0
7,39,4.571428571428571,3,0,0,0,0,0,0
10,54,4.4,4,0,0,0,0,0,0
23,130,4.6521739130434785,7,1,0,0,3,0,0
14,81,4.785714285714286,4,0,0,0,1,0,0
16,94,4.875,5,0,0,0,0,0,0
16,81,4.0,6,0,0,0,0,0,0
24,125,4.208333333333333,9,0,0,0,1,0,0
16,99,5.1875,6,1,0,0,0,0,0
14,62,3.4285714285714284,7,0,0,0,0,0,0
10,58,4.7,2,1,0,0,0,0,0
27,138,4.074074074074074,12,1,0,0,1,0,0
17,85,4.0,7,1,0,0,2,0,0
8,47,4.875,2,1,0,0,0,0,0
10,65,5.5,2,1,0,0,1,0,0
18,74,3.111111111111111,9,0,0,0,0,0,0
26,137,4.269230769230769,9,0,0,0,0,0,0
2,10,4.0,0,0,0,0,0,0,0
17,93,4.470588235294118,7,0,0,0,0,0,0
16,99,5.1875,5,1,0,0,0,0,0
7,35,4.0,2,0,0,0,0,0,0
8,38,3.75,1,0,0,0,0,0,0
14,80,4.714285714285714,6,1,0,0,2,0,0
2,9,3.5,1,0,0,0,0,0,0
13,79,5.0,4,0,0,0,1,0,0
22,129,4.863636363636363,10,0,0,0,0,0,0
8,46,4.75,1,0,0,0,2,0,0
10,56,4.5,2,0,0,0,1,0,0
21,126,5.0,11,0,0,0,1,0,0
17,103,5.0588235294117645,6,0,0,0,0,0,0
3,23,6.333333333333333,0,0,0,0,0,0,0
13,67,4.153846153846154,3,0,0,0,1,0,0
12,69,4.75,2,0,0,0,1,0,0
28,137,3.892857142857143,12,1,0,0,2,0,0
12,78,5.5,1,1,0,0,1,0,0
9,63,6.0,4,0,2,0,0,0,0
6,36,5.0,2,0,0,0,0,0,0
4,24,5.0,1,0,0,0,0,0,0
16,82,4.125,5,0,0,0,0,0,0
26,135,4.1923076923076925,10,1,0,0,2,0,0
3,14,3.6666666666666665,1,0,0,0,0,0,0
5,27,4.4,2,0,0,0,0,0,0
21,106,4.0476190476190474,5,1,0,0,1,0,0
5,30,5.0,2,0,0,0,0,0,0
8,52,5.5,2,2,0,0,0,0,0
23,122,4.260869565217392,9,0,0,0,0,0,0
15,85,4.666666666666667,7,0,0,0,1,0,0
7,30,3.2857142857142856,3,0,0,0,1,0,0
8,43,4.375,3,0,0,0,0,0,0
8,51,5.375,3,0,0,0,0,0,0
4,26,5.5,0,0,0,0,0,0,0
24,136,4.666666666666667,10,0,0,0,3,0,1
17,117,5.882352941176471,9,0,0,0,0,0,1
18,114,5.333333333333333,5,1,0,0,0,0,0
16,79,3.9375,6,0,0,0,0,0,0
4,29,6.25,0,1,0,0,0,0,0
13,62,3.769230769230769,9,1,0,0,0,0,0
7,38,4.428571428571429,4,0,0,0,0,0,0
24,134,4.541666666666667,6,0,0,0,1,0,0
6,37,5.166666666666667,2,0,0,0,0,0,0
23,137,4.956521739130435,7,0,0,0,0,0,0
27,137,4.074074074074074,6,1,0,0,1,0,0
5,27,4.4,2,0,0,0,0,0,0
5,31,5.2,2,0,0,0,0,0,0
12,63,4.25,5,1,0,0,0,0,0
10,47,3.7,6,0,0,0,0,0,0
27,137,4.074074074074074,10,1,0,0,3,0,0
9,48,4.333333333333333,2,0,0,0,0,0,0
6,38,5.333333333333333,2,1,0,0,0,0,0
8,41,4.125,5,0,0,0,0,0,0
12,89,6.25,0,1,0,0,11,0,1
5,24,3.8,1,0,0,0,0,0,0
5,28,4.6,1,0,0,0,0,0,0
18,104,4.777777777777778,5,0,0,0,0,0,0
20,93,3.65,10,0,0,0,0,0,0
27,139,4.074074074074074,11,1,0,0,4,0,0
11,52,3.727272727272727,5,0,0,0,0,0,0
24,124,4.166666666666667,9,0,0,0,2,0,0
16,81,4.0625,7,0,0,0,0,0,0
9,49,4.444444444444445,1,2,0,0,1,0,0
9,35,2.888888888888889,5,0,0,0,0,0,0
12,60,4.0,4,0,0,0,0,0,0
8,53,5.625,2,1,0,0,0,0,0
11,47,3.272727272727273,5,0,0,0,1,0,0
19,103,4.421052631578948,2,0,1,0,0,0,0
9,53,4.888888888888889,2,1,0,0,0,0,0
15,94,5.266666666666667,2,0,0,0,0,0,0
5,26,4.2,4,0,0,0,0,0,0
12,66,4.5,6,0,0,0,0,0,0
24,137,4.708333333333333,11,1,0,0,0,0,0
27,133,3.925925925925926,17,1,0,0,0,0,0
8,72,8.0,4,0,0,0,0,0,1
3,27,8.0,1,1,0,0,0,0,0
14,91,5.5,5,1,0,0,0,0,0
15,80,4.333333333333333,7,0,0,0,2,0,0
8,48,5.0,1,0,0,0,2,0,0
18,84,3.6666666666666665,9,1,0,0,2,0,0
10,78,6.8,3,1,0,0,0,0,0
16,91,4.6875,7,0,0,0,0,0,0
5,30,5.0,1,0,0,0,0,0,0
8,44,4.5,1,1,0,0,1,0,0
24,123,4.125,7,0,0,0,0,0,0
5,27,4.4,2,1,0,0,1,0,0
18,96,4.333333333333333,7,1,0,0,0,0,0
8,51,5.375,0,0,0,0,0,0,0
11,65,4.909090909090909,1,0,0,0,0,0,0
9,62,5.777777777777778,1,1,0,0,1,0,0
9,55,5.111111111111111,5,1,0,0,0,0,0
14,85,5.071428571428571,5,2,0,0,0,0,0
9,49,4.444444444444445,3,0,0,0,0,0,0
6,38,5.333333333333333,2,0,0,0,0,0,0
25,118,3.72,13,0,0,0,1,0,0
5,26,4.2,2,0,0,0,0,0,0
16,91,4.625,6,1,0,0,1,0,0
26,138,4.3076923076923075,12,0,0,0,0,0,0
12,53,3.4166666666666665,6,0,0,0,0,0,0
17,81,3.764705882352941,8,0,0,0,1,0,0
14,76,4.428571428571429,6,0,0,0,1,0,0
4,19,3.75,2,0,0,0,0,0,0
7,36,4.0,0,0,0,0,0,0,0
12,65,4.416666666666667,3,1,0,0,0,0,0
13,71,4.461538461538462,5,1,0,0,0,0,0
20,113,4.65,9,1,0,0,2,0,0
9,68,6.555555555555555,3,1,0,0,0,0,1
13,55,3.230769230769231,5,0,0,0,0,0,0
5,25,4.0,1,0,0,0,0,0,0
5,25,4.0,2,0,0,0,0,0,0
5,24,3.8,1,0,0,0,0,0,0
20,115,4.75,10,0,0,0,0,0,0
14,76,4.428571428571429,6,0,0,0,0,0,0
20,97,3.85,3,0,0,0,2,0,0
17,99,4.823529411764706,7,0,0,0,1,0,0
3,26,7.666666666666667,0,0,0,0,0,0,0
5,26,4.2,3,0,0,0,0,0,0
10,53,4.3,3,0,0,0,0,0,0
16,89,4.5,7,1,0,0,1,0,0
22,112,4.090909090909091,6,0,0,0,0,0,0
20,136,5.8,7,0,0,0,0,0,0
12,60,4.0,4,0,0,0,0,0,0
14,69,3.9285714285714284,8,0,0,0,0,0,0
8,46,4.75,3,1,0,0,1,0,0
17,82,3.823529411764706,0,0,0,0,1,0,0
6,32,4.333333333333333,3,0,0,0,0,0,0
4,32,7.0,1,1,0,0,0,0,0
5,46,8.0,0,1,1,0,0,0,0
15,77,4.133333333333334,7,0,0,0,0,0,0
18,91,4.055555555555555,7,1,0,0,2,0,0
8,49,5.0,3,0,0,0,0,0,0
18,94,4.222222222222222,7,1,0,0,1,0,0
22,122,4.5,7,0,0,0,0,0,0
27,136,4.037037037037037,12,0,0,0,0,0,0
19,100,4.2631578947368425,6,0,0,0,1,0,0
11,50,3.5454545454545454,4,0,0,0,1,0,0
25,134,4.36,4,0,0,0,4,0,0
9,52,4.777777777777778,0,0,0,0,0,0,0
10,47,3.7,3,0,0,0,1,0,0
19,103,4.315789473684211,7,0,0,0,1,0,0
6,43,6.166666666666667,0,1,0,0,1,0,0
9,46,4.111111111111111,4,0,0,0,0,0,0
3,22,6.333333333333333,0,1,0,0,0,0,0
12,118,8.666666666666666,6,0,2,0,0,0,0
13,97,6.461538461538462,2,1,0,0,0,0,0
6,29,3.8333333333333335,2,0,0,0,1,0,0
18,95,4.277777777777778,7,0,0,0,1,0,0
4,31,6.75,1,0,0,0,2,0,0
8,38,3.75,5,0,0,0,0,0,0
7,43,5.142857142857143,4,1,0,0,0,0,0
14,64,3.5714285714285716,6,0,0,0,0,0,0
20,98,3.9,10,0,0,0,0,0,0
11,68,5.181818181818182,4,0,0,0,0,0,0
23,125,4.434782608695652,7,1,0,0,1,0,0
8,42,4.25,1,0,0,0,3,0,0
10,69,5.9,2,1,0,0,0,0,0
4,28,6.0,0,0,0,0,0,0,0
13,88,5.769230769230769,3,0,0,0,0,0,0
20,103,4.15,6,0,0,0,1,0,0
21,122,4.809523809523809,8,1,0,0,0,0,0
25,128,4.12,10,0,0,0,1,0,0
3,18,5.0,1,1,0,0,0,0,0
8,48,5.0,4,0,0,0,0,0,0
16,85,4.3125,2,0,0,0,0,0,0
5,30,5.0,2,1,0,0,0,0,0
10,48,3.8,5,1,0,0,0,0,0
12,77,5.416666666666667,1,1,0,0,1,0,0
19,95,4.0,7,0,0,0,1,0,0
25,138,4.52,9,1,0,0,0,0,0
21,125,4.9523809523809526,8,0,0,0,1,0,0
7,24,2.4285714285714284,4,0,0,0,0,0,0
9,51,4.666666666666667,4,0,0,0,0,0,0
10,48,3.8,7,0,0,0,1,0,0
6,33,4.5,2,1,0,0,1,0,0
21,109,4.142857142857143,8,1,0,0,2,0,0
17,84,3.9411764705882355,7,0,0,0,0,0,0
12,69,4.75,2,1,0,0,1,0,0
12,74,5.166666666666667,5,1,0,0,1,0,0
6,44,6.333333333333333,2,0,0,0,0,0,0
12,75,5.25,5,1,0,0,0,0,0
25,123,3.88,10,0,0,0,1,0,0
6,31,4.166666666666667,3,0,0,0,0,0,0
8,47,4.875,1,1,0,0,1,0,0
10,55,4.5,0,1,0,0,9,0,0
8,46,4.75,3,0,0,0,0,0,0
24,142,4.875,9,1,0,0,2,0,0
12,73,5.083333333333333,7,1,0,0,0,0,0
5,26,4.2,1,0,0,0,0,0,0
18,109,5.055555555555555,8,0,0,0,1,0,0
14,100,6.142857142857143,5,2,0,0,0,0,0
17,108,5.352941176470588,3,1,0,0,2,0,0
10,63,5.2,4,0,0,0,0,0,0
4,25,5.25,2,0,0,0,0,0,0
10,46,3.6,4,0,0,0,1,0,0
14,75,4.357142857142857,9,0,0,0,0,0,0
22,130,4.909090909090909,2,0,0,0,0,0,0
6,29,3.8333333333333335,2,0,0,0,0,0,0
4,20,4.0,1,0,0,0,0,0,0
26,130,4.0,9,0,0,0,1,0,0
18,112,5.222222222222222,7,0,0,0,2,0,0
11,56,4.090909090909091,3,1,0,0,1,0,0
32,136,3.25,12,0,0,0,2,0,0
27,134,3.962962962962963,11,0,0,0,3,0,0
12,66,4.5,7,0,0,0,0,0,0
11,79,6.181818181818182,5,1,0,0,0,0,1
20,111,4.45,8,0,1,0,2,0,0
18,97,4.388888888888889,7,0,0,0,0,0,0
15,83,4.533333333333333,6,0,0,0,0,0,0
22,138,5.2272727272727275,9,1,0,0,0,0,0
23,115,4.0,10,1,0,0,0,0,0
6,26,3.1666666666666665,2,0,0,0,1,0,0
10,60,5.0,3,0,0,0,1,0,0
5,24,3.8,2,0,0,0,0,0,0
8,32,3.0,4,0,0,0,1,0,0
17,89,4.235294117647059,9,1,0,0,0,0,0
12,68,4.666666666666667,6,0,0,0,0,0,0
9,51,4.666666666666667,3,0,0,0,0,0,0
6,32,4.333333333333333,4,0,0,0,0,0,0
14,74,4.285714285714286,9,1,0,0,0,0,0
22,113,4.136363636363637,11,0,0,0,0,0,0
3,13,3.3333333333333335,0,0,0,0,1,0,0
25,138,4.52,13,0,0,0,0,0,0
25,129,4.16,13,1,0,0,1,0,0
12,70,4.833333333333333,3,0,0,0,4,0,0
8,46,4.625,2,0,0,0,0,0,0
6,34,4.666666666666667,1,0,0,0,0,0,0
1,10,9.0,0,1,0,0,0,0,0
16,97,5.0625,6,0,0,0,0,0,0
35,136,2.8857142857142857,18,0,0,0,0,0,0
24,130,4.416666666666667,12,1,0,0,0,0,0
20,86,3.3,7,0,0,0,3,0,0
8,49,5.125,2,1,0,0,0,0,0
5,22,3.4,2,0,0,0,0,0,0
6,28,3.6666666666666665,3,0,0,0,0,0,0
1,17,16.0,0,0,0,0,1,0,0
16,94,4.875,7,1,0,0,1,0,0
11,61,4.545454545454546,0,0,0,0,10,0,0
17,92,4.411764705882353,8,0,0,0,3,0,0
4,20,4.0,1,0,0,0,0,0,0
6,37,5.166666666666667,2,0,0,0,0,0,0
15,89,4.933333333333334,6,0,0,0,0,0,0
22,106,3.8181818181818183,10,1,0,0,2,0,0
6,38,5.166666666666667,3,1,0,0,0,0,0
23,132,4.695652173913044,10,0,0,0,0,0,0
15,82,4.466666666666667,0,0,0,0,13,0,0
14,64,3.5714285714285716,8,0,0,0,0,0,0
17,77,3.5294117647058822,8,0,0,0,0,0,0
4,26,5.5,0,0,0,0,0,0,0
6,27,3.5,2,0,0,0,0,0,0
28,138,3.857142857142857,10,1,0,0,1,0,0
9,45,4.0,4,0,0,0,0,0,0
24,136,4.666666666666667,9,1,0,0,2,0,0
18,91,4.055555555555555,5,0,0,0,1,0,0
21,100,3.761904761904762,8,1,0,0,2,0,0
18,76,3.2222222222222223,10,0,0,0,0,0,0
14,102,6.214285714285714,6,1,0,0,0,0,0
5,52,9.4,2,0,0,0,0,0,0
18,111,5.166666666666667,2,0,0,0,7,0,0
18,95,4.277777777777778,6,1,0,0,1,0,0
18,98,4.388888888888889,9,1,0,0,0,0,0
10,51,4.1,4,0,0,0,0,0,0
18,102,4.666666666666667,4,0,0,0,1,0,0
7,40,4.714285714285714,3,2,0,0,1,0,0
14,78,4.571428571428571,8,1,0,0,0,0,0
10,47,3.7,5,0,0,0,0,0,0
6,39,5.333333333333333,0,1,0,0,0,0,0
4,22,4.5,1,0,0,0,0,0,0
14,73,4.214285714285714,9,1,0,0,0,0,0
19,101,4.315789473684211,9,1,0,0,2,0,0
17,82,3.823529411764706,7,0,0,0,0,0,0
12,79,5.583333333333333,5,1,0,0,0,0,0
13,76,4.846153846153846,6,0,0,0,0,0,0
